arm,group,removal,retention,sel
plain_alpha-0.25,shift,0.5132,0.7808,0.2939
plain_alpha-0.375,shift,0.7456,0.5103,0.2559
plain_alpha-0.5,shift,0.9912,0.1038,0.0951
plain_alpha-0.75,shift,1.0,0.0,0.0
tuned_additive,shift,0.5132,0.7808,0.2939
