x,y,u,v
-4.26,4.33,-13.07,8.67
13.71,7.38,-14.01,3.51
16.37,-1.26,-34.57,18.60
50.83,-5.86,-38.52,-4.71
36.17,-6.74,-36.36,18.68
24.90,1.77,-28.08,7.60
