x,y,u,v
42.96,-3.56,-2.14,-0.09
28.51,6.39,-5.07,3.47
25.25,-4.35,-1.59,2.60
29.20,-2.06,0.79,0.61
31.73,-4.42,0.09,2.65
29.41,5.06,8.10,-5.83
