x,y,u,v
42.81,-7.31,-1.43,3.45
36.08,15.18,-0.66,-10.21
36.35,-9.52,0.25,9.15
44.83,2.42,2.25,-1.90
25.74,1.09,9.78,-10.94
33.81,1.23,4.12,-7.47
43.95,-5.77,-9.38,7.81
31.25,1.13,-4.06,3.44
31.52,-1.67,4.41,-5.88
42.94,-11.57,-3.78,1.31
