x,y,u,v,state,changed
33.81,2.14,-35.21,10.07,nonconfident_wrong,1
14.04,5.40,-27.37,5.88,nonconfident_wrong,1
37.91,-5.44,-10.23,0.43,nonconfident_wrong,1
29.31,3.64,-31.57,11.59,nonconfident_right,1
33.11,10.52,-40.79,10.28,nonconfident_right,1
49.72,-20.17,-52.40,31.11,nonconfident_wrong,1
30.01,-15.20,-34.61,26.88,overconfident_wrong,1
33.36,4.84,-9.96,-0.03,overconfident_wrong,1
17.62,0.06,-30.33,19.51,nonconfident_right,1
-0.55,7.01,-13.41,4.12,nonconfident_right,1
12.06,9.35,-21.75,8.72,nonconfident_wrong,1
47.05,-15.79,-42.68,20.61,confident_right,1
44.77,-26.88,-40.43,34.48,nonconfident_right,1
16.83,4.38,-25.48,9.02,nonconfident_right,1
39.61,-15.82,-38.77,23.48,confident_right,1
37.05,-18.60,-32.68,23.58,confident_right,1
14.08,-11.91,3.98,-5.57,nonconfident_wrong,1
25.35,5.51,-26.75,5.13,confident_right,1
28.86,-1.71,-33.94,14.05,overconfident_wrong,1
35.78,-9.91,-40.04,20.83,confident_right,1
16.68,-1.16,-2.44,-2.81,confident_right,1
-8.39,11.21,-3.88,4.04,nonconfident_wrong,1
17.32,7.71,-21.29,2.15,nonconfident_wrong,1
36.32,-3.61,-36.16,9.91,confident_right,1
33.47,-0.93,-43.64,12.68,confident_right,1
25.63,1.12,-28.68,14.66,overconfident_wrong,1
37.97,-12.58,-28.04,0.39,confident_right,1
53.22,-20.58,-50.94,26.18,nonconfident_wrong,1
36.91,-12.77,-36.27,16.00,confident_right,1
36.85,-8.81,-33.18,15.79,overconfident_wrong,1
45.40,-4.53,-51.18,17.05,nonconfident_wrong,1
-0.62,13.49,-7.15,-6.44,nonconfident_wrong,1
48.36,-8.51,-55.58,23.87,confident_right,1
9.96,4.66,-17.09,4.23,nonconfident_right,1
31.30,12.74,-30.41,-1.40,nonconfident_right,1
22.08,7.11,-22.09,-1.10,confident_right,1
32.75,-3.41,-30.95,9.69,confident_right,1
42.51,-8.37,-42.67,17.29,nonconfident_wrong,1
36.08,15.18,-35.53,-0.86,overconfident_wrong,1
36.35,-9.52,-44.34,25.79,overconfident_wrong,1
43.95,-5.77,-48.39,20.40,overconfident_wrong,1
23.58,8.22,-23.03,-2.10,nonconfident_right,1
14.31,1.60,-24.03,9.23,nonconfident_wrong,1
49.20,-21.47,-45.09,23.31,overconfident_wrong,1
33.60,-11.36,-37.79,14.47,nonconfident_right,1
25.70,-4.96,-28.49,16.74,confident_right,1
42.37,-12.38,-47.36,26.83,confident_right,1
18.59,6.20,-27.33,-3.03,nonconfident_right,1
43.55,-3.96,-32.83,7.20,confident_right,1
36.15,-7.70,-36.46,17.13,overconfident_wrong,1
10.44,-1.52,-17.61,13.32,nonconfident_wrong,1
25.04,1.43,-31.92,12.81,nonconfident_wrong,1
45.55,-20.86,-46.77,30.56,confident_right,1
30.16,-1.24,-34.25,15.27,overconfident_wrong,1
14.85,-13.19,4.28,-9.01,nonconfident_wrong,1
41.17,-10.09,-38.79,13.68,confident_right,1
38.42,-7.52,-38.09,16.94,nonconfident_wrong,1
52.25,-26.92,-43.27,21.79,confident_right,1
6.43,6.30,-17.25,7.15,nonconfident_wrong,1
2.38,-0.12,3.83,-11.14,nonconfident_wrong,1
57.98,-25.86,-51.47,28.96,confident_right,1
24.86,-4.91,-30.41,14.41,nonconfident_right,1
34.49,3.48,-36.54,10.08,overconfident_wrong,1
23.41,1.07,-25.88,13.29,nonconfident_wrong,1
50.83,-5.86,-49.45,14.50,nonconfident_right,1
29.58,-5.85,-38.92,17.84,nonconfident_right,1
46.01,-15.43,-39.47,25.99,nonconfident_right,1
13.71,7.38,-14.79,5.20,nonconfident_wrong,1
34.24,-5.03,-29.66,4.82,nonconfident_right,1
1.07,7.62,-2.76,-6.84,nonconfident_right,1
36.17,-6.74,-43.20,18.03,nonconfident_right,1
35.65,-14.97,-33.06,23.91,nonconfident_right,1
47.63,-18.48,-37.16,6.61,confident_right,1
