x,y,u,v
31.50,2.56,-27.95,10.76
12.78,-9.97,4.22,-7.38
25.74,1.09,3.03,-11.24
20.48,9.79,-21.61,4.09
31.25,1.13,-45.21,15.78
41.27,-5.52,-42.25,15.67
35.73,-6.20,-37.12,13.03
25.63,1.12,-19.18,0.28
24.39,5.99,-31.24,8.24
33.36,4.84,-27.56,13.37
