x,y,u,v
27.74,-0.32,-0.63,-4.97
27.84,-1.04,-26.95,2.93
33.47,-0.93,-43.64,12.68
26.32,2.65,-26.72,10.56
35.29,-4.25,-41.93,21.38
33.29,0.71,-37.22,16.26
35.36,5.87,-38.89,9.93
45.55,-20.86,-46.77,30.56
