x,y,u,v
33.47,-0.93,0.66,2.70
26.32,2.65,-2.58,1.41
43.71,-1.18,-2.60,-6.27
41.11,-18.19,-7.42,12.76
46.49,-5.31,-0.55,0.69
36.91,-12.77,-0.81,0.72
41.53,2.15,1.99,-2.88
41.17,-10.09,-9.60,10.38
