x,y
43.16,-17.82
21.66,-1.03
17.27,-6.11
40.70,-13.26
31.42,-0.64
28.12,4.52
44.96,-18.15
31.51,-1.65
12.77,-10.02
43.71,-18.42
37.41,-10.37
31.56,-4.57
32.96,-12.70
28.82,-1.71
25.00,0.38
36.85,-8.78
46.97,-15.47
36.14,-7.69
29.58,0.27
14.92,-13.21
35.89,-6.21
35.27,-1.49
26.41,-1.70
31.65,-0.82
