x,y
43.16,-17.82
21.66,-1.03
17.27,-6.11
31.75,-6.43
12.77,-10.02
43.71,-18.42
31.56,-4.57
32.96,-12.70
33.40,4.80
36.85,-8.78
46.97,-15.47
14.92,-13.21
32.54,-1.22
