x,y,u,v
16.83,4.38,-25.48,9.02
20.95,2.94,-24.76,7.51
38.66,-19.63,-36.56,24.30
-0.55,7.01,-13.41,4.12
31.73,-4.42,-27.81,8.35
23.52,-0.60,-30.66,19.41
