x,y,u,v
39.75,-2.83,-30.09,-8.36
36.32,-3.61,-38.40,14.73
46.77,-7.72,-48.60,20.17
40.18,-9.85,-36.41,18.17
25.02,-8.58,-20.93,13.68
26.81,-2.48,-36.35,13.58
43.55,-3.96,-32.89,1.25
23.46,3.46,-30.96,9.88
