x,y
15.02,1.48
14.16,4.38
25.01,-8.58
52.39,-30.44
40.44,-14.92
48.78,-31.29
49.20,-20.95
10.44,-5.46
39.60,-15.83
37.01,-18.56
35.75,-9.86
16.96,-2.89
32.12,-6.90
26.10,-3.12
45.60,-20.82
53.99,-30.82
57.31,-24.42
47.64,-18.50
23.30,-4.56
42.20,-23.30
48.89,-27.46
34.87,-16.65
45.05,-17.12
47.95,-25.33
18.00,-0.62
20.45,1.58
50.25,-25.64
