x,y,u,v,state,changed
36.35,-9.52,0.25,9.15,overconfident_wrong,1
43.95,-5.77,-9.38,7.81,overconfident_wrong,1
23.58,8.22,-2.67,0.11,nonconfident_right,1
14.31,1.60,0.48,-0.56,nonconfident_wrong,1
49.20,-21.47,-9.62,10.37,overconfident_wrong,1
33.60,-11.36,7.96,-3.00,nonconfident_right,1
25.70,-4.96,0.36,2.29,confident_right,1
42.37,-12.38,-0.04,9.25,confident_right,1
18.59,6.20,-0.11,-7.50,nonconfident_right,1
43.55,-3.96,10.34,-18.99,confident_right,1
36.15,-7.70,10.39,-13.14,overconfident_wrong,1
10.44,-1.52,-3.29,-0.44,nonconfident_wrong,1
25.04,1.43,-0.64,1.31,nonconfident_wrong,1
45.55,-20.86,0.19,2.46,confident_right,1
30.16,-1.24,-1.82,-0.27,overconfident_wrong,1
14.85,-13.19,0.53,-4.93,nonconfident_wrong,1
41.17,-10.09,-9.60,10.38,confident_right,1
38.42,-7.52,1.54,-0.03,nonconfident_wrong,1
52.25,-26.92,1.77,4.17,confident_right,1
6.43,6.30,-2.14,1.34,nonconfident_wrong,1
2.38,-0.12,2.90,-1.40,nonconfident_wrong,1
57.98,-25.86,-8.66,14.35,confident_right,1
24.86,-4.91,-5.78,2.51,nonconfident_right,1
34.49,3.48,1.33,-5.79,overconfident_wrong,1
23.41,1.07,-1.77,5.21,nonconfident_wrong,1
50.83,-5.86,-3.01,-7.62,nonconfident_right,1
29.58,-5.85,5.70,-8.08,nonconfident_right,1
46.01,-15.43,-3.07,4.73,nonconfident_right,1
13.71,7.38,0.97,1.19,nonconfident_wrong,1
34.24,-5.03,4.30,-2.69,nonconfident_right,1
1.07,7.62,-1.69,1.80,nonconfident_right,1
36.17,-6.74,0.10,0.08,nonconfident_right,1
35.65,-14.97,-6.35,-0.13,nonconfident_right,1
47.63,-18.48,-2.35,3.75,confident_right,1
32.00,6.50,-1.15,-0.77,overconfident_wrong,1
36.51,-8.69,1.66,-6.61,nonconfident_wrong,1
35.04,-3.06,2.79,-0.09,nonconfident_wrong,1
37.18,1.21,1.69,1.53,overconfident_wrong,1
-3.12,17.33,11.43,-14.77,nonconfident_wrong,1
