x,y,u,v,state,changed
45.32,-10.32,-47.23,22.81,confident_right,1
23.27,-7.68,-29.14,13.21,nonconfident_wrong,1
14.15,-4.19,-25.89,21.18,nonconfident_right,1
23.30,-4.56,-15.85,-1.23,confident_right,1
27.58,2.39,-32.76,8.41,nonconfident_right,1
39.28,-13.11,-38.83,16.97,confident_right,1
10.58,-12.49,-0.19,2.61,nonconfident_wrong,1
38.18,8.28,-36.06,-2.72,nonconfident_right,1
7.65,-9.24,-15.62,16.57,nonconfident_right,1
29.99,8.45,-15.11,-9.52,overconfident_wrong,1
33.33,-9.20,-34.48,16.13,nonconfident_wrong,1
1.45,7.90,-13.30,2.98,nonconfident_right,1
42.20,-23.30,-14.59,11.66,confident_right,1
31.23,7.98,-23.83,-0.27,nonconfident_right,1
40.87,3.21,-38.46,11.38,nonconfident_wrong,1
26.24,-2.16,-33.00,12.51,nonconfident_wrong,1
-2.19,11.60,-2.38,-1.96,nonconfident_wrong,1
14.12,-4.82,-22.22,16.27,nonconfident_wrong,1
25.05,10.74,-31.70,12.20,nonconfident_right,1
45.68,-4.74,-50.40,18.11,nonconfident_right,1
48.00,-6.02,-55.12,16.65,nonconfident_wrong,1
31.49,2.56,-27.46,9.57,nonconfident_wrong,1
49.55,-19.72,-14.50,4.48,nonconfident_right,1
38.10,-13.47,-28.66,14.00,nonconfident_wrong,1
24.80,-7.43,-32.21,18.35,nonconfident_right,1
20.97,8.55,-29.01,5.94,nonconfident_right,1
42.66,-2.26,-40.20,9.78,nonconfident_wrong,1
22.75,-4.65,-31.93,17.13,nonconfident_right,1
48.89,-27.46,-43.10,30.77,confident_right,1
34.87,-16.65,-38.26,26.11,confident_right,1
41.17,-10.89,-31.67,-0.98,nonconfident_wrong,1
24.84,-6.95,-32.20,17.06,nonconfident_wrong,1
47.89,-14.44,-38.38,3.96,confident_right,1
38.13,-2.17,-26.27,-7.94,confident_right,1
34.26,4.05,-42.61,4.37,nonconfident_wrong,1
42.47,5.68,-47.82,8.56,nonconfident_wrong,1
36.16,1.74,-27.76,-10.60,nonconfident_wrong,1
36.16,-11.43,-28.04,-2.01,nonconfident_wrong,1
40.23,-6.88,-29.71,1.10,overconfident_wrong,1
45.05,-17.12,-47.67,22.71,confident_right,1
15.01,8.13,-25.26,7.89,nonconfident_right,1
12.84,2.50,-18.09,7.91,nonconfident_wrong,1
45.73,-21.53,-45.70,28.87,nonconfident_wrong,1
45.50,-8.73,-53.99,19.86,nonconfident_right,1
20.37,7.75,-21.22,2.92,confident_right,1
48.61,-11.27,-39.81,15.07,confident_right,1
46.22,-5.95,-44.39,14.66,confident_right,1
40.57,-9.15,1.81,-20.32,nonconfident_wrong,1
35.83,-9.37,-43.00,24.12,nonconfident_wrong,1
40.25,-18.67,-30.38,7.21,nonconfident_wrong,1
47.95,-25.33,-47.00,28.92,confident_right,1
51.82,-22.94,-49.34,27.12,nonconfident_wrong,1
40.34,-8.97,-44.10,19.90,nonconfident_wrong,1
-0.40,12.70,-0.07,-7.40,nonconfident_wrong,1
46.31,-5.25,-27.83,-2.62,confident_right,1
28.77,7.62,-33.65,7.12,nonconfident_wrong,1
14.94,-18.10,-24.37,24.53,nonconfident_right,1
41.76,2.03,9.93,-34.98,confident_right,1
33.16,0.74,-34.79,15.35,confident_right,1
33.76,1.24,-34.14,7.89,confident_right,1
21.96,2.13,-12.72,-4.81,nonconfident_wrong,1
25.09,-5.84,-17.81,-5.57,nonconfident_wrong,1
37.74,-4.00,-29.79,4.78,nonconfident_wrong,1
18.00,-0.62,-10.93,8.74,confident_right,1
34.07,5.88,-35.62,6.82,nonconfident_wrong,1
31.12,-3.34,-21.97,-8.02,confident_right,1
29.76,-1.00,-33.72,16.58,nonconfident_wrong,1
26.41,-1.70,-31.12,13.33,overconfident_wrong,1
39.57,-2.01,-29.85,-9.23,confident_right,1
27.80,-0.93,-17.55,2.59,confident_right,1
36.11,-2.16,-22.92,1.40,nonconfident_right,1
48.68,-6.03,-39.21,4.97,confident_right,1
31.53,-8.10,-49.09,23.08,nonconfident_right,1
20.45,1.58,-30.00,9.53,confident_right,1
29.75,0.26,-15.77,-1.03,confident_right,1
24.87,2.02,-28.07,7.35,nonconfident_right,1
40.94,1.12,-23.24,-1.45,confident_right,1
33.02,-5.48,-24.05,-8.40,confident_right,1
39.37,-1.96,-38.13,13.39,overconfident_wrong,1
22.69,9.87,-26.13,0.70,nonconfident_wrong,1
40.90,-4.41,-41.26,7.54,confident_right,1
49.88,-17.75,-41.93,17.22,nonconfident_wrong,1
31.65,-0.82,-33.88,10.23,overconfident_wrong,1
10.35,-5.31,-12.41,4.63,nonconfident_wrong,1
6.89,-10.46,-1.89,-0.73,nonconfident_wrong,1
15.77,2.38,-17.64,3.74,nonconfident_right,1
50.25,-25.64,-47.83,31.82,confident_right,1
