x,y,u,v,state,changed
6.41,6.34,0.00,0.00,nonconfident_wrong,0
-2.52,2.12,0.00,0.00,nonconfident_wrong,0
57.31,-24.42,0.00,0.00,confident_right,0
28.25,-12.86,0.00,0.00,nonconfident_right,0
32.54,-1.22,0.15,0.04,overconfident_wrong,1
23.43,1.07,0.00,0.00,nonconfident_right,0
49.58,-12.81,0.40,0.91,nonconfident_right,1
29.58,-5.87,0.00,0.00,nonconfident_right,0
42.57,-10.46,0.00,0.00,nonconfident_right,0
12.86,11.42,0.00,0.00,nonconfident_wrong,0
33.49,-3.90,-0.39,0.90,nonconfident_wrong,1
2.74,4.91,0.00,0.00,nonconfident_right,0
36.14,-6.72,0.00,0.00,nonconfident_right,0
35.61,-14.94,0.00,0.00,nonconfident_right,0
47.64,-18.50,0.00,0.00,confident_right,0
31.97,6.50,0.16,-0.43,overconfident_wrong,1
36.47,-8.71,0.00,0.00,nonconfident_wrong,0
35.89,-6.21,0.00,0.00,overconfident_wrong,0
37.80,5.08,-3.29,-0.20,overconfident_wrong,1
-4.31,16.02,0.00,0.00,nonconfident_wrong,0
31.25,-4.23,0.00,0.00,nonconfident_wrong,0
40.44,11.42,2.03,-6.96,confident_right,1
29.00,9.02,1.13,-2.00,overconfident_wrong,1
23.72,0.04,0.00,0.00,nonconfident_wrong,0
33.50,0.48,-0.62,-0.99,overconfident_wrong,1
45.16,-2.59,2.03,-9.51,nonconfident_right,1
27.71,-0.29,0.00,0.00,confident_right,0
38.55,-9.08,0.00,0.00,nonconfident_wrong,0
34.25,-3.81,0.00,0.00,nonconfident_wrong,0
43.12,-22.52,0.00,0.00,nonconfident_right,0
21.34,1.70,0.00,0.00,nonconfident_right,0
45.29,-17.46,0.00,0.00,nonconfident_right,0
29.16,-2.05,0.00,0.00,nonconfident_right,0
46.13,2.91,-2.97,-1.33,overconfident_wrong,1
21.46,-17.46,0.00,0.00,nonconfident_wrong,0
39.12,-13.44,0.00,0.00,confident_right,0
37.49,-18.36,0.00,0.00,nonconfident_wrong,0
21.77,3.15,0.00,0.00,nonconfident_wrong,0
39.86,-10.11,0.00,0.00,nonconfident_wrong,0
11.91,3.28,0.00,0.00,nonconfident_wrong,0
35.27,-1.49,0.00,0.00,overconfident_wrong,0
45.32,-10.32,-1.66,0.60,confident_right,1
23.27,-7.68,0.00,0.00,nonconfident_wrong,0
14.15,-4.19,0.00,0.00,nonconfident_right,0
23.30,-4.56,0.00,0.00,confident_right,0
27.58,2.39,0.00,0.00,nonconfident_right,0
39.28,-13.11,0.00,0.00,confident_right,0
